experiment_id,stream,namespace,dag_id,cell_id,task_count,topology_family,weight_type,target_rho_l_bin,observation_index,attempt,raw_seed,accepted,reason,rho_l,longest_path_count,rho_h_low,rho_h_high
EXP-08,development,EXP-08-development-v1,exp08_development_n8_chain_like_lognormal_08,n8_chain_like_lognormal,8,chain_like,lognormal,high,8,0,9604350801774157584,true,accepted_all_structural_and_allocator_checks,0.7,2,0.3,0.7
EXP-08,development,EXP-08-development-v1,exp08_development_n8_chain_like_lognormal_09,n8_chain_like_lognormal,8,chain_like,lognormal,high,9,0,14372547177912659055,true,accepted_all_structural_and_allocator_checks,0.8181818181818181818181818182,1,0.3,0.7
EXP-08,development,EXP-08-development-v1,exp08_development_n16_wide_layered_homogeneous_00,n16_wide_layered_homogeneous,16,wide_layered,homogeneous,low,0,0,7602583404047091555,true,accepted_all_structural_and_allocator_checks,0.1875,14,0.3,0.7
EXP-08,development,EXP-08-development-v1,exp08_development_n16_wide_layered_homogeneous_01,n16_wide_layered_homogeneous,16,wide_layered,homogeneous,low,1,0,17515181650315594218,true,accepted_all_structural_and_allocator_checks,0.1875,14,0.3,0.7
EXP-08,development,EXP-08-development-v1,exp08_development_n16_wide_layered_homogeneous_02,n16_wide_layered_homogeneous,16,wide_layered,homogeneous,low,2,0,5594336240309840065,true,accepted_all_structural_and_allocator_checks,0.1875,14,0.3,0.7
EXP-08,development,EXP-08-development-v1,exp08_development_n16_wide_layered_homogeneous_03,n16_wide_layered_homogeneous,16,wide_layered,homogeneous,low,3,0,2611295755554193336,true,accepted_all_structural_and_allocator_checks,0.1875,14,0.3,0.7
EXP-08,development,EXP-08-development-v1,exp08_development_n16_wide_layered_homogeneous_04,n16_wide_layered_homogeneous,16,wide_layered,homogeneous,low,4,0,3578457673792335109,true,accepted_all_structural_and_allocator_checks,0.1875,14,0.3,0.7
EXP-08,development,EXP-08-development-v1,exp08_development_n16_wide_layered_homogeneous_05,n16_wide_layered_homogeneous,16,wide_layered,homogeneous,low,5,0,18104584328101631354,true,accepted_all_structural_and_allocator_checks,0.1875,14,0.3,0.7
EXP-08,development,EXP-08-development-v1,exp08_development_n16_wide_layered_homogeneous_06,n16_wide_layered_homogeneous,16,wide_layered,homogeneous,low,6,0,12272287119946570031,true,accepted_all_structural_and_allocator_checks,0.1875,14,0.3,0.7
EXP-08,development,EXP-08-development-v1,exp08_development_n16_wide_layered_homogeneous_07,n16_wide_layered_homogeneous,16,wide_layered,homogeneous,low,7,0,1561435333638456446,true,accepted_all_structural_and_allocator_checks,0.1875,14,0.3,0.7
