claim,metric,estimator,dag_id,task_count,topology_family,weight_type,rho_l_bin,human_concentration_bin,observation_seed,paired_effect,detail
C2,delta_policy_optimal_p_agent_cost,baseline_policy,exp07_n8_wide_layered_homogeneous_rhmedium_s09,8,wide_layered,homogeneous,low,medium,9,0,base=8; agent_cost=8
C2,delta_policy_optimal_p_human_cost,baseline_policy,exp07_n8_wide_layered_homogeneous_rhmedium_s09,8,wide_layered,homogeneous,low,medium,9,-4,base=8; human_cost=4
C3,decomposition_interaction,baseline_policy,exp07_n8_wide_layered_homogeneous_rhmedium_s09,8,wide_layered,homogeneous,low,medium,9,1.2000,gain_P1=0.0000; gain_P4=1.2000
C3,overhead_attenuation,baseline_policy,exp07_n8_wide_layered_homogeneous_rhmedium_s09,8,wide_layered,homogeneous,low,medium,9,0.800000,gain_zero=1.2000; gain_ro10=0.400000
C1,delta_tightness_sync_minus_staggered,baseline_policy,exp07_n8_wide_layered_homogeneous_rhmedium_s10,8,wide_layered,homogeneous,low,medium,10,-0.022727272727272727272727272,sync minus staggered
C2,delta_policy_optimal_p_agent_cost,baseline_policy,exp07_n8_wide_layered_homogeneous_rhmedium_s10,8,wide_layered,homogeneous,low,medium,10,0,base=8; agent_cost=8
C2,delta_policy_optimal_p_human_cost,baseline_policy,exp07_n8_wide_layered_homogeneous_rhmedium_s10,8,wide_layered,homogeneous,low,medium,10,-4,base=8; human_cost=4
C3,decomposition_interaction,baseline_policy,exp07_n8_wide_layered_homogeneous_rhmedium_s10,8,wide_layered,homogeneous,low,medium,10,1.2000,gain_P1=0.0000; gain_P4=1.2000
C3,overhead_attenuation,baseline_policy,exp07_n8_wide_layered_homogeneous_rhmedium_s10,8,wide_layered,homogeneous,low,medium,10,0.800000,gain_zero=1.2000; gain_ro10=0.400000
C1,delta_tightness_sync_minus_staggered,baseline_policy,exp07_n8_wide_layered_homogeneous_rhmedium_s11,8,wide_layered,homogeneous,low,medium,11,-0.022727272727272727272727272,sync minus staggered
C2,delta_policy_optimal_p_agent_cost,baseline_policy,exp07_n8_wide_layered_homogeneous_rhmedium_s11,8,wide_layered,homogeneous,low,medium,11,0,base=8; agent_cost=8
C2,delta_policy_optimal_p_human_cost,baseline_policy,exp07_n8_wide_layered_homogeneous_rhmedium_s11,8,wide_layered,homogeneous,low,medium,11,-4,base=8; human_cost=4
C3,decomposition_interaction,baseline_policy,exp07_n8_wide_layered_homogeneous_rhmedium_s11,8,wide_layered,homogeneous,low,medium,11,1.2000,gain_P1=0.0000; gain_P4=1.2000
C3,overhead_attenuation,baseline_policy,exp07_n8_wide_layered_homogeneous_rhmedium_s11,8,wide_layered,homogeneous,low,medium,11,0.800000,gain_zero=1.2000; gain_ro10=0.400000
C1,delta_tightness_sync_minus_staggered,baseline_policy,exp07_n8_wide_layered_homogeneous_rhmedium_s12,8,wide_layered,homogeneous,low,medium,12,-0.022727272727272727272727272,sync minus staggered
C2,delta_policy_optimal_p_agent_cost,baseline_policy,exp07_n8_wide_layered_homogeneous_rhmedium_s12,8,wide_layered,homogeneous,low,medium,12,0,base=8; agent_cost=8
C2,delta_policy_optimal_p_human_cost,baseline_policy,exp07_n8_wide_layered_homogeneous_rhmedium_s12,8,wide_layered,homogeneous,low,medium,12,-4,base=8; human_cost=4
C3,decomposition_interaction,baseline_policy,exp07_n8_wide_layered_homogeneous_rhmedium_s12,8,wide_layered,homogeneous,low,medium,12,1.2000,gain_P1=0.0000; gain_P4=1.2000
C3,overhead_attenuation,baseline_policy,exp07_n8_wide_layered_homogeneous_rhmedium_s12,8,wide_layered,homogeneous,low,medium,12,0.800000,gain_zero=1.2000; gain_ro10=0.400000
C1,delta_tightness_sync_minus_staggered,baseline_policy,exp07_n8_wide_layered_homogeneous_rhmedium_s13,8,wide_layered,homogeneous,low,medium,13,-0.022727272727272727272727272,sync minus staggered
C2,delta_policy_optimal_p_agent_cost,baseline_policy,exp07_n8_wide_layered_homogeneous_rhmedium_s13,8,wide_layered,homogeneous,low,medium,13,0,base=8; agent_cost=8
C2,delta_policy_optimal_p_human_cost,baseline_policy,exp07_n8_wide_layered_homogeneous_rhmedium_s13,8,wide_layered,homogeneous,low,medium,13,-4,base=8; human_cost=4
C3,decomposition_interaction,baseline_policy,exp07_n8_wide_layered_homogeneous_rhmedium_s13,8,wide_layered,homogeneous,low,medium,13,1.2000,gain_P1=0.0000; gain_P4=1.2000
C3,overhead_attenuation,baseline_policy,exp07_n8_wide_layered_homogeneous_rhmedium_s13,8,wide_layered,homogeneous,low,medium,13,0.800000,gain_zero=1.2000; gain_ro10=0.400000
C1,delta_tightness_sync_minus_staggered,baseline_policy,exp07_n8_wide_layered_homogeneous_rhmedium_s14,8,wide_layered,homogeneous,low,medium,14,-0.022727272727272727272727272,sync minus staggered
C2,delta_policy_optimal_p_agent_cost,baseline_policy,exp07_n8_wide_layered_homogeneous_rhmedium_s14,8,wide_layered,homogeneous,low,medium,14,0,base=8; agent_cost=8
C2,delta_policy_optimal_p_human_cost,baseline_policy,exp07_n8_wide_layered_homogeneous_rhmedium_s14,8,wide_layered,homogeneous,low,medium,14,-4,base=8; human_cost=4
C3,decomposition_interaction,baseline_policy,exp07_n8_wide_layered_homogeneous_rhmedium_s14,8,wide_layered,homogeneous,low,medium,14,1.2000,gain_P1=0.0000; gain_P4=1.2000
C3,overhead_attenuation,baseline_policy,exp07_n8_wide_layered_homogeneous_rhmedium_s14,8,wide_layered,homogeneous,low,medium,14,0.800000,gain_zero=1.2000; gain_ro10=0.400000
C1,delta_tightness_sync_minus_staggered,baseline_policy,exp07_n8_wide_layered_homogeneous_rhmedium_s15,8,wide_layered,homogeneous,low,medium,15,-0.022727272727272727272727272,sync minus staggered
C2,delta_policy_optimal_p_agent_cost,baseline_policy,exp07_n8_wide_layered_homogeneous_rhmedium_s15,8,wide_layered,homogeneous,low,medium,15,0,base=8; agent_cost=8
C2,delta_policy_optimal_p_human_cost,baseline_policy,exp07_n8_wide_layered_homogeneous_rhmedium_s15,8,wide_layered,homogeneous,low,medium,15,-4,base=8; human_cost=4
C3,decomposition_interaction,baseline_policy,exp07_n8_wide_layered_homogeneous_rhmedium_s15,8,wide_layered,homogeneous,low,medium,15,1.2000,gain_P1=0.0000; gain_P4=1.2000
C3,overhead_attenuation,baseline_policy,exp07_n8_wide_layered_homogeneous_rhmedium_s15,8,wide_layered,homogeneous,low,medium,15,0.800000,gain_zero=1.2000; gain_ro10=0.400000
C1,delta_tightness_sync_minus_staggered,baseline_policy,exp07_n8_wide_layered_homogeneous_rhmedium_s16,8,wide_layered,homogeneous,low,medium,16,-0.022727272727272727272727272,sync minus staggered
C2,delta_policy_optimal_p_agent_cost,baseline_policy,exp07_n8_wide_layered_homogeneous_rhmedium_s16,8,wide_layered,homogeneous,low,medium,16,0,base=8; agent_cost=8
C2,delta_policy_optimal_p_human_cost,baseline_policy,exp07_n8_wide_layered_homogeneous_rhmedium_s16,8,wide_layered,homogeneous,low,medium,16,-4,base=8; human_cost=4
C3,decomposition_interaction,baseline_policy,exp07_n8_wide_layered_homogeneous_rhmedium_s16,8,wide_layered,homogeneous,low,medium,16,1.2000,gain_P1=0.0000; gain_P4=1.2000
C3,overhead_attenuation,baseline_policy,exp07_n8_wide_layered_homogeneous_rhmedium_s16,8,wide_layered,homogeneous,low,medium,16,0.800000,gain_zero=1.2000; gain_ro10=0.400000
C1,delta_tightness_sync_minus_staggered,baseline_policy,exp07_n8_wide_layered_homogeneous_rhmedium_s17,8,wide_layered,homogeneous,low,medium,17,-0.022727272727272727272727272,sync minus staggered
C2,delta_policy_optimal_p_agent_cost,baseline_policy,exp07_n8_wide_layered_homogeneous_rhmedium_s17,8,wide_layered,homogeneous,low,medium,17,0,base=8; agent_cost=8
C2,delta_policy_optimal_p_human_cost,baseline_policy,exp07_n8_wide_layered_homogeneous_rhmedium_s17,8,wide_layered,homogeneous,low,medium,17,-4,base=8; human_cost=4
C3,decomposition_interaction,baseline_policy,exp07_n8_wide_layered_homogeneous_rhmedium_s17,8,wide_layered,homogeneous,low,medium,17,1.2000,gain_P1=0.0000; gain_P4=1.2000
C3,overhead_attenuation,baseline_policy,exp07_n8_wide_layered_homogeneous_rhmedium_s17,8,wide_layered,homogeneous,low,medium,17,0.800000,gain_zero=1.2000; gain_ro10=0.400000
C1,delta_tightness_sync_minus_staggered,baseline_policy,exp07_n8_wide_layered_homogeneous_rhmedium_s18,8,wide_layered,homogeneous,low,medium,18,-0.022727272727272727272727272,sync minus staggered
C2,delta_policy_optimal_p_agent_cost,baseline_policy,exp07_n8_wide_layered_homogeneous_rhmedium_s18,8,wide_layered,homogeneous,low,medium,18,0,base=8; agent_cost=8
C2,delta_policy_optimal_p_human_cost,baseline_policy,exp07_n8_wide_layered_homogeneous_rhmedium_s18,8,wide_layered,homogeneous,low,medium,18,-4,base=8; human_cost=4
C3,decomposition_interaction,baseline_policy,exp07_n8_wide_layered_homogeneous_rhmedium_s18,8,wide_layered,homogeneous,low,medium,18,1.2000,gain_P1=0.0000; gain_P4=1.2000
C3,overhead_attenuation,baseline_policy,exp07_n8_wide_layered_homogeneous_rhmedium_s18,8,wide_layered,homogeneous,low,medium,18,0.800000,gain_zero=1.2000; gain_ro10=0.400000
C1,delta_tightness_sync_minus_staggered,baseline_policy,exp07_n8_wide_layered_homogeneous_rhmedium_s19,8,wide_layered,homogeneous,low,medium,19,-0.022727272727272727272727272,sync minus staggered
C2,delta_policy_optimal_p_agent_cost,baseline_policy,exp07_n8_wide_layered_homogeneous_rhmedium_s19,8,wide_layered,homogeneous,low,medium,19,0,base=8; agent_cost=8
C2,delta_policy_optimal_p_human_cost,baseline_policy,exp07_n8_wide_layered_homogeneous_rhmedium_s19,8,wide_layered,homogeneous,low,medium,19,-4,base=8; human_cost=4
C3,decomposition_interaction,baseline_policy,exp07_n8_wide_layered_homogeneous_rhmedium_s19,8,wide_layered,homogeneous,low,medium,19,1.2000,gain_P1=0.0000; gain_P4=1.2000
C3,overhead_attenuation,baseline_policy,exp07_n8_wide_layered_homogeneous_rhmedium_s19,8,wide_layered,homogeneous,low,medium,19,0.800000,gain_zero=1.2000; gain_ro10=0.400000
C1,delta_tightness_sync_minus_staggered,baseline_policy,exp07_n8_wide_layered_homogeneous_rhhigh_s00,8,wide_layered,homogeneous,low,high,0,0.027083333333333333333333333,sync minus staggered
C2,delta_policy_optimal_p_agent_cost,baseline_policy,exp07_n8_wide_layered_homogeneous_rhhigh_s00,8,wide_layered,homogeneous,low,high,0,0,base=8; agent_cost=8
C2,delta_policy_optimal_p_human_cost,baseline_policy,exp07_n8_wide_layered_homogeneous_rhhigh_s00,8,wide_layered,homogeneous,low,high,0,0,base=8; human_cost=8
C3,decomposition_interaction,baseline_policy,exp07_n8_wide_layered_homogeneous_rhhigh_s00,8,wide_layered,homogeneous,low,high,0,1.2000,gain_P1=0.0000; gain_P4=1.20
C3,overhead_attenuation,baseline_policy,exp07_n8_wide_layered_homogeneous_rhhigh_s00,8,wide_layered,homogeneous,low,high,0,0.100000,gain_zero=1.20; gain_ro10=1.100000
C1,delta_tightness_sync_minus_staggered,baseline_policy,exp07_n8_wide_layered_homogeneous_rhhigh_s01,8,wide_layered,homogeneous,low,high,1,0.027083333333333333333333333,sync minus staggered
C2,delta_policy_optimal_p_agent_cost,baseline_policy,exp07_n8_wide_layered_homogeneous_rhhigh_s01,8,wide_layered,homogeneous,low,high,1,0,base=8; agent_cost=8
C2,delta_policy_optimal_p_human_cost,baseline_policy,exp07_n8_wide_layered_homogeneous_rhhigh_s01,8,wide_layered,homogeneous,low,high,1,0,base=8; human_cost=8
C3,decomposition_interaction,baseline_policy,exp07_n8_wide_layered_homogeneous_rhhigh_s01,8,wide_layered,homogeneous,low,high,1,1.2000,gain_P1=0.0000; gain_P4=1.20
C3,overhead_attenuation,baseline_policy,exp07_n8_wide_layered_homogeneous_rhhigh_s01,8,wide_layered,homogeneous,low,high,1,0.100000,gain_zero=1.20; gain_ro10=1.100000
C1,delta_tightness_sync_minus_staggered,baseline_policy,exp07_n8_wide_layered_homogeneous_rhhigh_s02,8,wide_layered,homogeneous,low,high,2,0.027083333333333333333333333,sync minus staggered
C2,delta_policy_optimal_p_agent_cost,baseline_policy,exp07_n8_wide_layered_homogeneous_rhhigh_s02,8,wide_layered,homogeneous,low,high,2,0,base=8; agent_cost=8
C2,delta_policy_optimal_p_human_cost,baseline_policy,exp07_n8_wide_layered_homogeneous_rhhigh_s02,8,wide_layered,homogeneous,low,high,2,0,base=8; human_cost=8
C3,decomposition_interaction,baseline_policy,exp07_n8_wide_layered_homogeneous_rhhigh_s02,8,wide_layered,homogeneous,low,high,2,1.2000,gain_P1=0.0000; gain_P4=1.20
C3,overhead_attenuation,baseline_policy,exp07_n8_wide_layered_homogeneous_rhhigh_s02,8,wide_layered,homogeneous,low,high,2,0.100000,gain_zero=1.20; gain_ro10=1.100000
C1,delta_tightness_sync_minus_staggered,baseline_policy,exp07_n8_wide_layered_homogeneous_rhhigh_s03,8,wide_layered,homogeneous,low,high,3,0.027083333333333333333333333,sync minus staggered
C2,delta_policy_optimal_p_agent_cost,baseline_policy,exp07_n8_wide_layered_homogeneous_rhhigh_s03,8,wide_layered,homogeneous,low,high,3,0,base=8; agent_cost=8
C2,delta_policy_optimal_p_human_cost,baseline_policy,exp07_n8_wide_layered_homogeneous_rhhigh_s03,8,wide_layered,homogeneous,low,high,3,0,base=8; human_cost=8
C3,decomposition_interaction,baseline_policy,exp07_n8_wide_layered_homogeneous_rhhigh_s03,8,wide_layered,homogeneous,low,high,3,1.2000,gain_P1=0.0000; gain_P4=1.20
C3,overhead_attenuation,baseline_policy,exp07_n8_wide_layered_homogeneous_rhhigh_s03,8,wide_layered,homogeneous,low,high,3,0.100000,gain_zero=1.20; gain_ro10=1.100000
C1,delta_tightness_sync_minus_staggered,baseline_policy,exp07_n8_wide_layered_homogeneous_rhhigh_s04,8,wide_layered,homogeneous,low,high,4,0.027083333333333333333333333,sync minus staggered
C2,delta_policy_optimal_p_agent_cost,baseline_policy,exp07_n8_wide_layered_homogeneous_rhhigh_s04,8,wide_layered,homogeneous,low,high,4,0,base=8; agent_cost=8
C2,delta_policy_optimal_p_human_cost,baseline_policy,exp07_n8_wide_layered_homogeneous_rhhigh_s04,8,wide_layered,homogeneous,low,high,4,0,base=8; human_cost=8
C3,decomposition_interaction,baseline_policy,exp07_n8_wide_layered_homogeneous_rhhigh_s04,8,wide_layered,homogeneous,low,high,4,1.2000,gain_P1=0.0000; gain_P4=1.20
C3,overhead_attenuation,baseline_policy,exp07_n8_wide_layered_homogeneous_rhhigh_s04,8,wide_layered,homogeneous,low,high,4,0.100000,gain_zero=1.20; gain_ro10=1.100000
C1,delta_tightness_sync_minus_staggered,baseline_policy,exp07_n8_wide_layered_homogeneous_rhhigh_s05,8,wide_layered,homogeneous,low,high,5,0.027083333333333333333333333,sync minus staggered
C2,delta_policy_optimal_p_agent_cost,baseline_policy,exp07_n8_wide_layered_homogeneous_rhhigh_s05,8,wide_layered,homogeneous,low,high,5,0,base=8; agent_cost=8
C2,delta_policy_optimal_p_human_cost,baseline_policy,exp07_n8_wide_layered_homogeneous_rhhigh_s05,8,wide_layered,homogeneous,low,high,5,0,base=8; human_cost=8
C3,decomposition_interaction,baseline_policy,exp07_n8_wide_layered_homogeneous_rhhigh_s05,8,wide_layered,homogeneous,low,high,5,1.2000,gain_P1=0.0000; gain_P4=1.20
C3,overhead_attenuation,baseline_policy,exp07_n8_wide_layered_homogeneous_rhhigh_s05,8,wide_layered,homogeneous,low,high,5,0.100000,gain_zero=1.20; gain_ro10=1.100000
C1,delta_tightness_sync_minus_staggered,baseline_policy,exp07_n8_wide_layered_homogeneous_rhhigh_s06,8,wide_layered,homogeneous,low,high,6,0.027083333333333333333333333,sync minus staggered
C2,delta_policy_optimal_p_agent_cost,baseline_policy,exp07_n8_wide_layered_homogeneous_rhhigh_s06,8,wide_layered,homogeneous,low,high,6,0,base=8; agent_cost=8
C2,delta_policy_optimal_p_human_cost,baseline_policy,exp07_n8_wide_layered_homogeneous_rhhigh_s06,8,wide_layered,homogeneous,low,high,6,0,base=8; human_cost=8
C3,decomposition_interaction,baseline_policy,exp07_n8_wide_layered_homogeneous_rhhigh_s06,8,wide_layered,homogeneous,low,high,6,1.2000,gain_P1=0.0000; gain_P4=1.20
C3,overhead_attenuation,baseline_policy,exp07_n8_wide_layered_homogeneous_rhhigh_s06,8,wide_layered,homogeneous,low,high,6,0.100000,gain_zero=1.20; gain_ro10=1.100000
C1,delta_tightness_sync_minus_staggered,baseline_policy,exp07_n8_wide_layered_homogeneous_rhhigh_s07,8,wide_layered,homogeneous,low,high,7,0.027083333333333333333333333,sync minus staggered
C2,delta_policy_optimal_p_agent_cost,baseline_policy,exp07_n8_wide_layered_homogeneous_rhhigh_s07,8,wide_layered,homogeneous,low,high,7,0,base=8; agent_cost=8
C2,delta_policy_optimal_p_human_cost,baseline_policy,exp07_n8_wide_layered_homogeneous_rhhigh_s07,8,wide_layered,homogeneous,low,high,7,0,base=8; human_cost=8
C3,decomposition_interaction,baseline_policy,exp07_n8_wide_layered_homogeneous_rhhigh_s07,8,wide_layered,homogeneous,low,high,7,1.2000,gain_P1=0.0000; gain_P4=1.20
C3,overhead_attenuation,baseline_policy,exp07_n8_wide_layered_homogeneous_rhhigh_s07,8,wide_layered,homogeneous,low,high,7,0.100000,gain_zero=1.20; gain_ro10=1.100000
C1,delta_tightness_sync_minus_staggered,baseline_policy,exp07_n8_wide_layered_homogeneous_rhhigh_s08,8,wide_layered,homogeneous,low,high,8,0.027083333333333333333333333,sync minus staggered
C2,delta_policy_optimal_p_agent_cost,baseline_policy,exp07_n8_wide_layered_homogeneous_rhhigh_s08,8,wide_layered,homogeneous,low,high,8,0,base=8; agent_cost=8
C2,delta_policy_optimal_p_human_cost,baseline_policy,exp07_n8_wide_layered_homogeneous_rhhigh_s08,8,wide_layered,homogeneous,low,high,8,0,base=8; human_cost=8
C3,decomposition_interaction,baseline_policy,exp07_n8_wide_layered_homogeneous_rhhigh_s08,8,wide_layered,homogeneous,low,high,8,1.2000,gain_P1=0.0000; gain_P4=1.20
C3,overhead_attenuation,baseline_policy,exp07_n8_wide_layered_homogeneous_rhhigh_s08,8,wide_layered,homogeneous,low,high,8,0.100000,gain_zero=1.20; gain_ro10=1.100000
C1,delta_tightness_sync_minus_staggered,baseline_policy,exp07_n8_wide_layered_homogeneous_rhhigh_s09,8,wide_layered,homogeneous,low,high,9,0.027083333333333333333333333,sync minus staggered
C2,delta_policy_optimal_p_agent_cost,baseline_policy,exp07_n8_wide_layered_homogeneous_rhhigh_s09,8,wide_layered,homogeneous,low,high,9,0,base=8; agent_cost=8
C2,delta_policy_optimal_p_human_cost,baseline_policy,exp07_n8_wide_layered_homogeneous_rhhigh_s09,8,wide_layered,homogeneous,low,high,9,0,base=8; human_cost=8
C3,decomposition_interaction,baseline_policy,exp07_n8_wide_layered_homogeneous_rhhigh_s09,8,wide_layered,homogeneous,low,high,9,1.2000,gain_P1=0.0000; gain_P4=1.20
C3,overhead_attenuation,baseline_policy,exp07_n8_wide_layered_homogeneous_rhhigh_s09,8,wide_layered,homogeneous,low,high,9,0.100000,gain_zero=1.20; gain_ro10=1.100000
C1,delta_tightness_sync_minus_staggered,baseline_policy,exp07_n8_wide_layered_homogeneous_rhhigh_s10,8,wide_layered,homogeneous,low,high,10,0.027083333333333333333333333,sync minus staggered
C2,delta_policy_optimal_p_agent_cost,baseline_policy,exp07_n8_wide_layered_homogeneous_rhhigh_s10,8,wide_layered,homogeneous,low,high,10,0,base=8; agent_cost=8
C2,delta_policy_optimal_p_human_cost,baseline_policy,exp07_n8_wide_layered_homogeneous_rhhigh_s10,8,wide_layered,homogeneous,low,high,10,0,base=8; human_cost=8
C3,decomposition_interaction,baseline_policy,exp07_n8_wide_layered_homogeneous_rhhigh_s10,8,wide_layered,homogeneous,low,high,10,1.2000,gain_P1=0.0000; gain_P4=1.20
C3,overhead_attenuation,baseline_policy,exp07_n8_wide_layered_homogeneous_rhhigh_s10,8,wide_layered,homogeneous,low,high,10,0.100000,gain_zero=1.20; gain_ro10=1.100000
C1,delta_tightness_sync_minus_staggered,baseline_policy,exp07_n8_wide_layered_homogeneous_rhhigh_s11,8,wide_layered,homogeneous,low,high,11,0.027083333333333333333333333,sync minus staggered
C2,delta_policy_optimal_p_agent_cost,baseline_policy,exp07_n8_wide_layered_homogeneous_rhhigh_s11,8,wide_layered,homogeneous,low,high,11,0,base=8; agent_cost=8
C2,delta_policy_optimal_p_human_cost,baseline_policy,exp07_n8_wide_layered_homogeneous_rhhigh_s11,8,wide_layered,homogeneous,low,high,11,0,base=8; human_cost=8
C3,decomposition_interaction,baseline_policy,exp07_n8_wide_layered_homogeneous_rhhigh_s11,8,wide_layered,homogeneous,low,high,11,1.2000,gain_P1=0.0000; gain_P4=1.20
C3,overhead_attenuation,baseline_policy,exp07_n8_wide_layered_homogeneous_rhhigh_s11,8,wide_layered,homogeneous,low,high,11,0.100000,gain_zero=1.20; gain_ro10=1.100000
C1,delta_tightness_sync_minus_staggered,baseline_policy,exp07_n8_wide_layered_homogeneous_rhhigh_s12,8,wide_layered,homogeneous,low,high,12,0.027083333333333333333333333,sync minus staggered
C2,delta_policy_optimal_p_agent_cost,baseline_policy,exp07_n8_wide_layered_homogeneous_rhhigh_s12,8,wide_layered,homogeneous,low,high,12,0,base=8; agent_cost=8
C2,delta_policy_optimal_p_human_cost,baseline_policy,exp07_n8_wide_layered_homogeneous_rhhigh_s12,8,wide_layered,homogeneous,low,high,12,0,base=8; human_cost=8
C3,decomposition_interaction,baseline_policy,exp07_n8_wide_layered_homogeneous_rhhigh_s12,8,wide_layered,homogeneous,low,high,12,1.2000,gain_P1=0.0000; gain_P4=1.20
C3,overhead_attenuation,baseline_policy,exp07_n8_wide_layered_homogeneous_rhhigh_s12,8,wide_layered,homogeneous,low,high,12,0.100000,gain_zero=1.20; gain_ro10=1.100000
