pair_type,dag_id,task_count,topology_family,weight_type,path_multiplicity,observation_index,phase_profile,P,path_stable,path_transition,delta_reference_path_length,delta_reference_path_length_normalized,delta_L4,delta_B4,theoretical_delta,identity_holds,delta_makespan,delta_makespan_normalized,delta_queue,delta_queue_normalized,delta_blocked_any,delta_blocked_any_normalized
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_00,8,wide_layered,lognormal,tied,0,equal_alternating,8,,,,,,,,,0.959,0.01331944444444444444444444444,1.014,0.01408333333333333333333333333,-5.015,-0.06965277777777777777777777778
differentiated_slowdown,exp08_confirmatory_n8_wide_layered_lognormal_00,8,wide_layered,lognormal,tied,0,io,4,true,t01->t02 => t01->t02,3.9744,0.05300556942577299788745918955,3.9744,3.9744,3.974400,true,,,,,,
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_01,8,wide_layered,lognormal,unique,1,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_01,8,wide_layered,lognormal,unique,1,io,4,,,,,,,,,3.078,0.04275,14.266,0.1981388888888888888888888889,5.799,0.08054166666666666666666666667
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_01,8,wide_layered,lognormal,unique,1,io,8,,,,,,,,,1.209,0.01679166666666666666666666667,15.676,0.2177222222222222222222222222,3.784,0.05255555555555555555555555556
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_01,8,wide_layered,lognormal,unique,1,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_01,8,wide_layered,lognormal,unique,1,equal_alternating,4,,,,,,,,,4.136,0.05744444444444444444444444444,13.684,0.1900555555555555555555555556,5.727,0.07954166666666666666666666667
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_01,8,wide_layered,lognormal,unique,1,equal_alternating,8,,,,,,,,,0.043,0.0005972222222222222222222222222,17.084,0.2372777777777777777777777778,6.431,0.08931944444444444444444444444
differentiated_slowdown,exp08_confirmatory_n8_wide_layered_lognormal_01,8,wide_layered,lognormal,unique,1,io,4,true,t01->t08 => t01->t08,3.6288,0.04856427057236461746001156292,3.6288,3.6288,3.628800,true,,,,,,
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_02,8,wide_layered,lognormal,tied,2,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_02,8,wide_layered,lognormal,tied,2,io,4,,,,,,,,,-0.403,-0.005597222222222222222222222222,4.890,0.06791666666666666666666666667,-2.721,-0.03779166666666666666666666667
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_02,8,wide_layered,lognormal,tied,2,io,8,,,,,,,,,5.040,0.07,9.675,0.134375,-0.605,-0.008402777777777777777777777778
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_02,8,wide_layered,lognormal,tied,2,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_02,8,wide_layered,lognormal,tied,2,equal_alternating,4,,,,,,,,,-0.561,-0.007791666666666666666666666667,0.758,0.01052777777777777777777777778,-1.525,-0.02118055555555555555555555556
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_02,8,wide_layered,lognormal,tied,2,equal_alternating,8,,,,,,,,,0.632,0.008777777777777777777777777778,2.730,0.03791666666666666666666666667,-2.589,-0.03595833333333333333333333333
differentiated_slowdown,exp08_confirmatory_n8_wide_layered_lognormal_02,8,wide_layered,lognormal,tied,2,io,4,true,t01->t06 => t01->t06,3.6288,0.04856427057236461746001156292,3.6288,3.6288,3.628800,true,,,,,,
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_03,8,wide_layered,lognormal,tied,3,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_03,8,wide_layered,lognormal,tied,3,io,4,,,,,,,,,-2.580,-0.043,5.099,0.08498333333333333333333333333,2.814,0.0469
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_03,8,wide_layered,lognormal,tied,3,io,8,,,,,,,,,1.388,0.02313333333333333333333333333,18.924,0.3154,3.891,0.06485
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_03,8,wide_layered,lognormal,tied,3,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_03,8,wide_layered,lognormal,tied,3,equal_alternating,4,,,,,,,,,-0.180,-0.003,0.252,0.0042,-0.597,-0.00995
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_03,8,wide_layered,lognormal,tied,3,equal_alternating,8,,,,,,,,,-0.278,-0.004633333333333333333333333333,19.149,0.31915,3.833,0.06388333333333333333333333333
differentiated_slowdown,exp08_confirmatory_n8_wide_layered_lognormal_03,8,wide_layered,lognormal,tied,3,io,4,true,t01->t07 => t01->t07,3.2832,0.05256282179359102436025512949,3.2832,3.2832,3.283200,true,,,,,,
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_04,8,wide_layered,lognormal,tied,4,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_04,8,wide_layered,lognormal,tied,4,io,4,,,,,,,,,6.432,0.134,19.296,0.402,6.720,0.14
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_04,8,wide_layered,lognormal,tied,4,io,8,,,,,,,,,3.456,0.072,29.952,0.624,6.624,0.138
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_04,8,wide_layered,lognormal,tied,4,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_04,8,wide_layered,lognormal,tied,4,equal_alternating,4,,,,,,,,,7.552,0.1573333333333333333333333333,9.168,0.191,6.224,0.1296666666666666666666666667
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_04,8,wide_layered,lognormal,tied,4,equal_alternating,8,,,,,,,,,0.480,0.01,25.536,0.532,5.264,0.1096666666666666666666666667
differentiated_slowdown,exp08_confirmatory_n8_wide_layered_lognormal_04,8,wide_layered,lognormal,tied,4,io,4,true,t01->t02 => t01->t02,2.7648,0.05521472392638036809815950920,2.7648,2.7648,2.764800,true,,,,,,
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_05,8,wide_layered,lognormal,tied,5,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_05,8,wide_layered,lognormal,tied,5,io,4,,,,,,,,,1.277,0.02660416666666666666666666667,2.069,0.04310416666666666666666666667,0.667,0.01389583333333333333333333333
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_05,8,wide_layered,lognormal,tied,5,io,8,,,,,,,,,-0.144,-0.003,4.106,0.08554166666666666666666666667,1.748,0.03641666666666666666666666667
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_05,8,wide_layered,lognormal,tied,5,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_05,8,wide_layered,lognormal,tied,5,equal_alternating,4,,,,,,,,,2.566,0.05345833333333333333333333333,4.231,0.08814583333333333333333333333,2.955,0.0615625
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_05,8,wide_layered,lognormal,tied,5,equal_alternating,8,,,,,,,,,0.844,0.01758333333333333333333333333,7.622,0.1587916666666666666666666667,-0.122,-0.002541666666666666666666666667
differentiated_slowdown,exp08_confirmatory_n8_wide_layered_lognormal_05,8,wide_layered,lognormal,tied,5,io,4,true,t01->t05 => t01->t05,2.5920,0.05189812590100913022585295531,2.5920,2.5920,2.592000,true,,,,,,
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_06,8,wide_layered,lognormal,unique,6,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_06,8,wide_layered,lognormal,unique,6,io,4,,,,,,,,,6.432,0.134,24.192,0.504,4.992,0.104
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_06,8,wide_layered,lognormal,unique,6,io,8,,,,,,,,,2.976,0.062,39.552,0.824,8.064,0.168
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_06,8,wide_layered,lognormal,unique,6,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_06,8,wide_layered,lognormal,unique,6,equal_alternating,4,,,,,,,,,7.776,0.162,13.648,0.2843333333333333333333333333,7.008,0.146
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_06,8,wide_layered,lognormal,unique,6,equal_alternating,8,,,,,,,,,1.344,0.028,38.784,0.808,9.984,0.208
differentiated_slowdown,exp08_confirmatory_n8_wide_layered_lognormal_06,8,wide_layered,lognormal,unique,6,io,4,true,t01->t05 => t01->t05,2.7648,0.05521472392638036809815950920,2.7648,2.7648,2.764800,true,,,,,,
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_07,8,wide_layered,lognormal,tied,7,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_07,8,wide_layered,lognormal,tied,7,io,4,,,,,,,,,0.370,0.006851851851851851851851851852,-4.260,-0.07888888888888888888888888889,-5.786,-0.1071481481481481481481481481
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_07,8,wide_layered,lognormal,tied,7,io,8,,,,,,,,,-0.696,-0.0145,16.634,0.3465416666666666666666666667,6.630,0.138125
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_07,8,wide_layered,lognormal,tied,7,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_07,8,wide_layered,lognormal,tied,7,equal_alternating,4,,,,,,,,,0.231,0.004277777777777777777777777778,-0.693,-0.01283333333333333333333333333,0.095,0.001759259259259259259259259259
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_07,8,wide_layered,lognormal,tied,7,equal_alternating,8,,,,,,,,,-0.510,-0.010625,19.406,0.4042916666666666666666666667,5.160,0.1075
differentiated_slowdown,exp08_confirmatory_n8_wide_layered_lognormal_07,8,wide_layered,lognormal,tied,7,io,4,true,t01->t05 => t01->t05,3.1104,0.05559845559845559845559845560,3.1104,0.0000,3.110400,true,,,,,,
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_08,8,wide_layered,lognormal,tied,8,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_08,8,wide_layered,lognormal,tied,8,io,4,,,,,,,,,3.389,0.06645098039215686274509803922,-3.720,-0.07294117647058823529411764706,-2.189,-0.04292156862745098039215686275
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_08,8,wide_layered,lognormal,tied,8,io,8,,,,,,,,,1.411,0.02939583333333333333333333333,7.715,0.1607291666666666666666666667,5.079,0.1058125
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_08,8,wide_layered,lognormal,tied,8,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_08,8,wide_layered,lognormal,tied,8,equal_alternating,4,,,,,,,,,-0.143,-0.002803921568627450980392156863,-0.345,-0.006764705882352941176470588235,0.363,0.007117647058823529411764705882
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_08,8,wide_layered,lognormal,tied,8,equal_alternating,8,,,,,,,,,-0.131,-0.002729166666666666666666666667,12.972,0.27025,4.367,0.09097916666666666666666666667
differentiated_slowdown,exp08_confirmatory_n8_wide_layered_lognormal_08,8,wide_layered,lognormal,tied,8,io,4,true,t01->t05 => t01->t05,2.9376,0.05559845559845559845559845560,2.9376,0.3048,2.937600,true,,,,,,
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_09,8,wide_layered,lognormal,tied,9,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_09,8,wide_layered,lognormal,tied,9,io,4,,,,,,,,,6.946,0.1447083333333333333333333333,17.723,0.3692291666666666666666666667,5.573,0.1161041666666666666666666667
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_09,8,wide_layered,lognormal,tied,9,io,8,,,,,,,,,3.240,0.0675,17.651,0.3677291666666666666666666667,5.793,0.1206875
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_09,8,wide_layered,lognormal,tied,9,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_09,8,wide_layered,lognormal,tied,9,equal_alternating,4,,,,,,,,,4.036,0.08408333333333333333333333333,9.400,0.1958333333333333333333333333,4.493,0.09360416666666666666666666667
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_09,8,wide_layered,lognormal,tied,9,equal_alternating,8,,,,,,,,,0.889,0.01852083333333333333333333333,12.714,0.264875,1.617,0.0336875
differentiated_slowdown,exp08_confirmatory_n8_wide_layered_lognormal_09,8,wide_layered,lognormal,tied,9,io,4,true,t01->t02 => t01->t02,2.5920,0.05189812590100913022585295531,2.5920,2.5920,2.592000,true,,,,,,
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_10,8,wide_layered,lognormal,tied,10,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_10,8,wide_layered,lognormal,tied,10,io,4,,,,,,,,,-0.456,-0.007238095238095238095238095238,2.070,0.03285714285714285714285714286,-5.204,-0.08260317460317460317460317460
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_10,8,wide_layered,lognormal,tied,10,io,8,,,,,,,,,3.326,0.05543333333333333333333333333,11.315,0.1885833333333333333333333333,0.733,0.01221666666666666666666666667
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_10,8,wide_layered,lognormal,tied,10,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_10,8,wide_layered,lognormal,tied,10,equal_alternating,4,,,,,,,,,0.710,0.01126984126984126984126984127,6.767,0.1074126984126984126984126984,3.345,0.05309523809523809523809523810
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_10,8,wide_layered,lognormal,tied,10,equal_alternating,8,,,,,,,,,0.505,0.008416666666666666666666666667,14.065,0.2344166666666666666666666667,2.609,0.04348333333333333333333333333
differentiated_slowdown,exp08_confirmatory_n8_wide_layered_lognormal_10,8,wide_layered,lognormal,tied,10,io,4,true,t01->t02 => t01->t02,3.6288,0.05559845559845559845559845560,3.6288,1.0824,3.628800,true,,,,,,
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_11,8,wide_layered,lognormal,tied,11,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_11,8,wide_layered,lognormal,tied,11,io,4,,,,,,,,,-2.880,-0.08,-3.648,-0.1013333333333333333333333333,-1.536,-0.04266666666666666666666666667
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_11,8,wide_layered,lognormal,tied,11,io,8,,,,,,,,,0.768,0.02133333333333333333333333333,0.384,0.01066666666666666666666666667,1.152,0.032
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_11,8,wide_layered,lognormal,tied,11,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_11,8,wide_layered,lognormal,tied,11,equal_alternating,4,,,,,,,,,-0.288,-0.008,-0.528,-0.01466666666666666666666666667,1.696,0.04711111111111111111111111111
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_11,8,wide_layered,lognormal,tied,11,equal_alternating,8,,,,,,,,,0.384,0.01066666666666666666666666667,2.496,0.06933333333333333333333333333,3.456,0.096
differentiated_slowdown,exp08_confirmatory_n8_wide_layered_lognormal_11,8,wide_layered,lognormal,tied,11,io,4,true,t01->t05 => t01->t05,2.0736,0.05521472392638036809815950920,2.0736,2.0736,2.073600,true,,,,,,
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_12,8,wide_layered,lognormal,unique,12,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_12,8,wide_layered,lognormal,unique,12,io,4,,,,,,,,,4.983,0.08305,13.839,0.23065,7.227,0.12045
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_12,8,wide_layered,lognormal,unique,12,io,8,,,,,,,,,0.918,0.0153,15.291,0.25485,5.493,0.09155
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_12,8,wide_layered,lognormal,unique,12,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_12,8,wide_layered,lognormal,unique,12,equal_alternating,4,,,,,,,,,8.583,0.14305,12.995,0.2165833333333333333333333333,9.687,0.16145
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_12,8,wide_layered,lognormal,unique,12,equal_alternating,8,,,,,,,,,0.459,0.00765,12.535,0.2089166666666666666666666667,6.304,0.1050666666666666666666666667
differentiated_slowdown,exp08_confirmatory_n8_wide_layered_lognormal_12,8,wide_layered,lognormal,unique,12,io,4,true,t01->t08 => t01->t08,2.9376,0.04722586619337911875916351570,2.9376,2.9376,2.937600,true,,,,,,
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_13,8,wide_layered,lognormal,tied,13,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_13,8,wide_layered,lognormal,tied,13,io,4,,,,,,,,,-0.287,-0.003416666666666666666666666667,-5.879,-0.06998809523809523809523809524,-8.555,-0.1018452380952380952380952381
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_13,8,wide_layered,lognormal,tied,13,io,8,,,,,,,,,5.329,0.06344047619047619047619047619,10.515,0.1251785714285714285714285714,-3.057,-0.03639285714285714285714285714
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_13,8,wide_layered,lognormal,tied,13,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_13,8,wide_layered,lognormal,tied,13,equal_alternating,4,,,,,,,,,4.764,0.05671428571428571428571428571,11.722,0.1395476190476190476190476190,3.076,0.03661904761904761904761904762
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_13,8,wide_layered,lognormal,tied,13,equal_alternating,8,,,,,,,,,0.640,0.007619047619047619047619047619,10.552,0.1256190476190476190476190476,0.840,0.01
differentiated_slowdown,exp08_confirmatory_n8_wide_layered_lognormal_13,8,wide_layered,lognormal,tied,13,io,4,true,t01->t04 => t01->t04,4.4928,0.05142292055818041973409515438,4.4928,4.4928,4.492800,true,,,,,,
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_14,8,wide_layered,lognormal,tied,14,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_14,8,wide_layered,lognormal,tied,14,io,4,,,,,,,,,-1.380,-0.01642857142857142857142857143,7.224,0.086,-2.543,-0.03027380952380952380952380952
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_14,8,wide_layered,lognormal,tied,14,io,8,,,,,,,,,6.418,0.07640476190476190476190476190,15.255,0.1816071428571428571428571429,-0.280,-0.003333333333333333333333333333
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_14,8,wide_layered,lognormal,tied,14,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_14,8,wide_layered,lognormal,tied,14,equal_alternating,4,,,,,,,,,5.412,0.06442857142857142857142857143,16.832,0.2003809523809523809523809524,6.248,0.07438095238095238095238095238
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_14,8,wide_layered,lognormal,tied,14,equal_alternating,8,,,,,,,,,2.020,0.02404761904761904761904761905,6.886,0.08197619047619047619047619048,-4.043,-0.04813095238095238095238095238
differentiated_slowdown,exp08_confirmatory_n8_wide_layered_lognormal_14,8,wide_layered,lognormal,tied,14,io,4,true,t01->t06 => t01->t06,4.4928,0.05142292055818041973409515438,4.4928,4.4928,4.492800,true,,,,,,
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_15,8,wide_layered,lognormal,tied,15,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_15,8,wide_layered,lognormal,tied,15,io,4,,,,,,,,,0.480,0.008,11.404,0.1900666666666666666666666667,5.961,0.09935
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_15,8,wide_layered,lognormal,tied,15,io,8,,,,,,,,,0.181,0.003016666666666666666666666667,10.599,0.17665,5.580,0.093
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_15,8,wide_layered,lognormal,tied,15,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_15,8,wide_layered,lognormal,tied,15,equal_alternating,4,,,,,,,,,-0.822,-0.0137,9.755,0.1625833333333333333333333333,6.740,0.1123333333333333333333333333
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_15,8,wide_layered,lognormal,tied,15,equal_alternating,8,,,,,,,,,1.546,0.02576666666666666666666666667,15.418,0.2569666666666666666666666667,7.086,0.1181
differentiated_slowdown,exp08_confirmatory_n8_wide_layered_lognormal_15,8,wide_layered,lognormal,tied,15,io,4,true,t01->t06 => t01->t06,3.1104,0.04989989219159094409363930387,3.1104,3.1104,3.110400,true,,,,,,
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_16,8,wide_layered,lognormal,tied,16,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_16,8,wide_layered,lognormal,tied,16,io,4,,,,,,,,,-2.880,-0.08,-3.648,-0.1013333333333333333333333333,-1.536,-0.04266666666666666666666666667
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_16,8,wide_layered,lognormal,tied,16,io,8,,,,,,,,,0.768,0.02133333333333333333333333333,0.384,0.01066666666666666666666666667,1.152,0.032
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_16,8,wide_layered,lognormal,tied,16,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_16,8,wide_layered,lognormal,tied,16,equal_alternating,4,,,,,,,,,-0.288,-0.008,-0.528,-0.01466666666666666666666666667,1.696,0.04711111111111111111111111111
schedule_policy,exp08_confirmatory_n8_wide_layered_lognormal_16,8,wide_layered,lognormal,tied,16,equal_alternating,8,,,,,,,,,0.384,0.01066666666666666666666666667,2.496,0.06933333333333333333333333333,3.456,0.096
