pair_type,dag_id,task_count,topology_family,weight_type,path_multiplicity,observation_index,phase_profile,P,path_stable,path_transition,delta_reference_path_length,delta_reference_path_length_normalized,delta_L4,delta_B4,theoretical_delta,identity_holds,delta_makespan,delta_makespan_normalized,delta_queue,delta_queue_normalized,delta_blocked_any,delta_blocked_any_normalized
schedule_policy,exp08_confirmatory_n16_chain_like_homogeneous_14,16,chain_like,homogeneous,tied,14,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_chain_like_homogeneous_14,16,chain_like,homogeneous,tied,14,equal_alternating,4,,,,,,,,,-0.384,-0.002666666666666666666666666667,-0.096,-0.0006666666666666666666666666667,-0.096,-0.0006666666666666666666666666667
schedule_policy,exp08_confirmatory_n16_chain_like_homogeneous_14,16,chain_like,homogeneous,tied,14,equal_alternating,8,,,,,,,,,-0.384,-0.002666666666666666666666666667,-0.096,-0.0006666666666666666666666666667,-0.096,-0.0006666666666666666666666666667
differentiated_slowdown,exp08_confirmatory_n16_chain_like_homogeneous_14,16,chain_like,homogeneous,tied,14,io,4,false,t01->t03->t04->t06->t08->t10->t11->t12->t13->t14->t15->t16 => t01->t03->t04->t06->t08->t10->t11->t12->t13->t14->t15->t16,2.7648,0.01840490797546012269938650307,-0.9216,-0.9216,2.764800,true,,,,,,
schedule_policy,exp08_confirmatory_n16_chain_like_homogeneous_15,16,chain_like,homogeneous,tied,15,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_chain_like_homogeneous_15,16,chain_like,homogeneous,tied,15,io,4,,,,,,,,,0.000,0,1.728,0.012,1.728,0.012
schedule_policy,exp08_confirmatory_n16_chain_like_homogeneous_15,16,chain_like,homogeneous,tied,15,io,8,,,,,,,,,0.000,0,1.728,0.012,1.728,0.012
schedule_policy,exp08_confirmatory_n16_chain_like_homogeneous_15,16,chain_like,homogeneous,tied,15,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_chain_like_homogeneous_15,16,chain_like,homogeneous,tied,15,equal_alternating,4,,,,,,,,,-0.432,-0.003,0.576,0.004,0.576,0.004
schedule_policy,exp08_confirmatory_n16_chain_like_homogeneous_15,16,chain_like,homogeneous,tied,15,equal_alternating,8,,,,,,,,,-0.432,-0.003,0.576,0.004,0.576,0.004
differentiated_slowdown,exp08_confirmatory_n16_chain_like_homogeneous_15,16,chain_like,homogeneous,tied,15,io,4,false,t01->t03->t04->t07->t09->t10->t11->t12->t13->t14->t15->t16 => t01->t03->t04->t07->t09->t10->t11->t12->t13->t14->t15->t16,2.7648,0.01840490797546012269938650307,-0.9216,-0.9216,2.764800,true,,,,,,
schedule_policy,exp08_confirmatory_n16_chain_like_homogeneous_16,16,chain_like,homogeneous,tied,16,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_chain_like_homogeneous_16,16,chain_like,homogeneous,tied,16,io,4,,,,,,,,,-1.920,-0.01333333333333333333333333333,-1.344,-0.009333333333333333333333333333,-1.344,-0.009333333333333333333333333333
schedule_policy,exp08_confirmatory_n16_chain_like_homogeneous_16,16,chain_like,homogeneous,tied,16,io,8,,,,,,,,,-1.920,-0.01333333333333333333333333333,-1.344,-0.009333333333333333333333333333,-1.344,-0.009333333333333333333333333333
schedule_policy,exp08_confirmatory_n16_chain_like_homogeneous_16,16,chain_like,homogeneous,tied,16,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_chain_like_homogeneous_16,16,chain_like,homogeneous,tied,16,equal_alternating,4,,,,,,,,,-0.960,-0.006666666666666666666666666667,-0.384,-0.002666666666666666666666666667,-0.384,-0.002666666666666666666666666667
schedule_policy,exp08_confirmatory_n16_chain_like_homogeneous_16,16,chain_like,homogeneous,tied,16,equal_alternating,8,,,,,,,,,-0.960,-0.006666666666666666666666666667,-0.384,-0.002666666666666666666666666667,-0.384,-0.002666666666666666666666666667
differentiated_slowdown,exp08_confirmatory_n16_chain_like_homogeneous_16,16,chain_like,homogeneous,tied,16,io,4,false,t01->t02->t05->t07->t09->t10->t11->t12->t13->t14->t15->t16 => t01->t02->t05->t07->t09->t10->t11->t12->t13->t14->t15->t16,2.7648,0.01866251944012441679626749611,0.9216,0.9216,2.764800,true,,,,,,
schedule_policy,exp08_confirmatory_n16_chain_like_homogeneous_17,16,chain_like,homogeneous,tied,17,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_chain_like_homogeneous_17,16,chain_like,homogeneous,tied,17,io,4,,,,,,,,,-3.072,-0.02133333333333333333333333333,-3.072,-0.02133333333333333333333333333,-3.072,-0.02133333333333333333333333333
schedule_policy,exp08_confirmatory_n16_chain_like_homogeneous_17,16,chain_like,homogeneous,tied,17,io,8,,,,,,,,,-3.072,-0.02133333333333333333333333333,-3.072,-0.02133333333333333333333333333,-3.072,-0.02133333333333333333333333333
schedule_policy,exp08_confirmatory_n16_chain_like_homogeneous_17,16,chain_like,homogeneous,tied,17,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_chain_like_homogeneous_17,16,chain_like,homogeneous,tied,17,equal_alternating,4,,,,,,,,,-1.536,-0.01066666666666666666666666667,-1.536,-0.01066666666666666666666666667,-1.536,-0.01066666666666666666666666667
schedule_policy,exp08_confirmatory_n16_chain_like_homogeneous_17,16,chain_like,homogeneous,tied,17,equal_alternating,8,,,,,,,,,-1.536,-0.01066666666666666666666666667,-1.536,-0.01066666666666666666666666667,-1.536,-0.01066666666666666666666666667
differentiated_slowdown,exp08_confirmatory_n16_chain_like_homogeneous_17,16,chain_like,homogeneous,tied,17,io,4,false,t01->t03->t05->t06->t09->t10->t11->t12->t13->t14->t15->t16 => t01->t03->t05->t06->t09->t10->t11->t12->t13->t14->t15->t16,2.7648,0.01866251944012441679626749611,0.9216,0.9216,2.764800,true,,,,,,
schedule_policy,exp08_confirmatory_n16_chain_like_homogeneous_18,16,chain_like,homogeneous,tied,18,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_chain_like_homogeneous_18,16,chain_like,homogeneous,tied,18,io,4,,,,,,,,,-0.480,-0.003333333333333333333333333333,-0.768,-0.005333333333333333333333333333,-0.768,-0.005333333333333333333333333333
schedule_policy,exp08_confirmatory_n16_chain_like_homogeneous_18,16,chain_like,homogeneous,tied,18,io,8,,,,,,,,,-0.480,-0.003333333333333333333333333333,-0.768,-0.005333333333333333333333333333,-0.768,-0.005333333333333333333333333333
schedule_policy,exp08_confirmatory_n16_chain_like_homogeneous_18,16,chain_like,homogeneous,tied,18,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_chain_like_homogeneous_18,16,chain_like,homogeneous,tied,18,equal_alternating,4,,,,,,,,,-0.816,-0.005666666666666666666666666667,-0.960,-0.006666666666666666666666666667,-0.960,-0.006666666666666666666666666667
schedule_policy,exp08_confirmatory_n16_chain_like_homogeneous_18,16,chain_like,homogeneous,tied,18,equal_alternating,8,,,,,,,,,-0.816,-0.005666666666666666666666666667,-0.960,-0.006666666666666666666666666667,-0.960,-0.006666666666666666666666666667
differentiated_slowdown,exp08_confirmatory_n16_chain_like_homogeneous_18,16,chain_like,homogeneous,tied,18,io,4,false,t01->t02->t04->t07->t09->t10->t11->t12->t13->t14->t15->t16 => t01->t02->t04->t07->t09->t10->t11->t12->t13->t14->t15->t16,2.7648,0.01840490797546012269938650307,-0.9216,-0.9216,2.764800,true,,,,,,
schedule_policy,exp08_confirmatory_n16_chain_like_homogeneous_19,16,chain_like,homogeneous,tied,19,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_chain_like_homogeneous_19,16,chain_like,homogeneous,tied,19,io,4,,,,,,,,,-1.632,-0.01133333333333333333333333333,-1.920,-0.01333333333333333333333333333,-1.920,-0.01333333333333333333333333333
schedule_policy,exp08_confirmatory_n16_chain_like_homogeneous_19,16,chain_like,homogeneous,tied,19,io,8,,,,,,,,,-1.632,-0.01133333333333333333333333333,-1.920,-0.01333333333333333333333333333,-1.920,-0.01333333333333333333333333333
schedule_policy,exp08_confirmatory_n16_chain_like_homogeneous_19,16,chain_like,homogeneous,tied,19,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_chain_like_homogeneous_19,16,chain_like,homogeneous,tied,19,equal_alternating,4,,,,,,,,,-1.392,-0.009666666666666666666666666667,-1.536,-0.01066666666666666666666666667,-1.536,-0.01066666666666666666666666667
schedule_policy,exp08_confirmatory_n16_chain_like_homogeneous_19,16,chain_like,homogeneous,tied,19,equal_alternating,8,,,,,,,,,-1.392,-0.009666666666666666666666666667,-1.536,-0.01066666666666666666666666667,-1.536,-0.01066666666666666666666666667
differentiated_slowdown,exp08_confirmatory_n16_chain_like_homogeneous_19,16,chain_like,homogeneous,tied,19,io,4,false,t01->t02->t04->t06->t09->t10->t11->t12->t13->t14->t15->t16 => t01->t02->t04->t06->t09->t10->t11->t12->t13->t14->t15->t16,2.7648,0.01840490797546012269938650307,-0.9216,-0.9216,2.764800,true,,,,,,
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_00,16,chain_like,lognormal,tied,0,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_00,16,chain_like,lognormal,tied,0,io,4,,,,,,,,,-0.401,-0.001077956989247311827956989247,2.006,0.005392473118279569892473118280,2.006,0.005392473118279569892473118280
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_00,16,chain_like,lognormal,tied,0,io,8,,,,,,,,,-0.401,-0.001077956989247311827956989247,2.006,0.005392473118279569892473118280,2.006,0.005392473118279569892473118280
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_00,16,chain_like,lognormal,tied,0,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_00,16,chain_like,lognormal,tied,0,equal_alternating,4,,,,,,,,,-7.271,-0.01954569892473118279569892473,-5.036,-0.01353763440860215053763440860,-5.036,-0.01353763440860215053763440860
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_00,16,chain_like,lognormal,tied,0,equal_alternating,8,,,,,,,,,-7.271,-0.01954569892473118279569892473,-5.036,-0.01353763440860215053763440860,-5.036,-0.01353763440860215053763440860
differentiated_slowdown,exp08_confirmatory_n16_chain_like_lognormal_00,16,chain_like,lognormal,tied,0,io,4,false,t01->t03->t04->t07->t09->t10->t11->t12->t13->t14->t15->t16 => t01->t03->t04->t07->t09->t10->t11->t12->t13->t14->t15->t16,6.3936,0.01666580647582941946502385857,1.3062,1.3062,6.393600,true,,,,,,
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_01,16,chain_like,lognormal,tied,1,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_01,16,chain_like,lognormal,tied,1,io,4,,,,,,,,,-4.608,-0.01476923076923076923076923077,-1.773,-0.005682692307692307692307692308,-1.773,-0.005682692307692307692307692308
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_01,16,chain_like,lognormal,tied,1,io,8,,,,,,,,,-4.608,-0.01476923076923076923076923077,-1.773,-0.005682692307692307692307692308,-1.773,-0.005682692307692307692307692308
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_01,16,chain_like,lognormal,tied,1,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_01,16,chain_like,lognormal,tied,1,equal_alternating,4,,,,,,,,,-4.099,-0.01313782051282051282051282051,-2.416,-0.007743589743589743589743589744,-2.416,-0.007743589743589743589743589744
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_01,16,chain_like,lognormal,tied,1,equal_alternating,8,,,,,,,,,-4.099,-0.01313782051282051282051282051,-2.416,-0.007743589743589743589743589744,-2.416,-0.007743589743589743589743589744
differentiated_slowdown,exp08_confirmatory_n16_chain_like_lognormal_01,16,chain_like,lognormal,tied,1,io,4,false,t01->t02->t04->t06->t08->t10->t11->t12->t13->t14->t15->t16 => t01->t02->t04->t06->t08->t10->t11->t12->t13->t14->t15->t16,5.5296,0.01725265992547434986619641187,2.1267,2.1267,5.529600,true,,,,,,
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_02,16,chain_like,lognormal,tied,2,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_02,16,chain_like,lognormal,tied,2,io,4,,,,,,,,,-0.880,-0.003333333333333333333333333333,-0.042,-0.0001590909090909090909090909091,-0.042,-0.0001590909090909090909090909091
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_02,16,chain_like,lognormal,tied,2,io,8,,,,,,,,,-0.880,-0.003333333333333333333333333333,-0.042,-0.0001590909090909090909090909091,-0.042,-0.0001590909090909090909090909091
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_02,16,chain_like,lognormal,tied,2,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_02,16,chain_like,lognormal,tied,2,equal_alternating,4,,,,,,,,,-2.628,-0.009954545454545454545454545455,-0.920,-0.003484848484848484848484848485,-0.920,-0.003484848484848484848484848485
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_02,16,chain_like,lognormal,tied,2,equal_alternating,8,,,,,,,,,-2.628,-0.009954545454545454545454545455,-0.920,-0.003484848484848484848484848485,-0.920,-0.003484848484848484848484848485
differentiated_slowdown,exp08_confirmatory_n16_chain_like_lognormal_02,16,chain_like,lognormal,tied,2,io,4,false,t01->t02->t04->t06->t08->t10->t11->t12->t13->t14->t15->t16 => t01->t02->t04->t06->t09->t10->t11->t12->t13->t14->t15->t16,5.5296,0.02056176729460822537624620574,4.7505,4.7505,5.529600,true,,,,,,
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_03,16,chain_like,lognormal,unique,3,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_03,16,chain_like,lognormal,unique,3,io,4,,,,,,,,,-5.537,-0.01647916666666666666666666667,-4.750,-0.01413690476190476190476190476,-4.750,-0.01413690476190476190476190476
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_03,16,chain_like,lognormal,unique,3,io,8,,,,,,,,,-5.537,-0.01647916666666666666666666667,-4.750,-0.01413690476190476190476190476,-4.750,-0.01413690476190476190476190476
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_03,16,chain_like,lognormal,unique,3,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_03,16,chain_like,lognormal,unique,3,equal_alternating,4,,,,,,,,,-7.205,-0.02144345238095238095238095238,-6.550,-0.01949404761904761904761904762,-6.550,-0.01949404761904761904761904762
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_03,16,chain_like,lognormal,unique,3,equal_alternating,8,,,,,,,,,-7.205,-0.02144345238095238095238095238,-6.550,-0.01949404761904761904761904762,-6.550,-0.01949404761904761904761904762
differentiated_slowdown,exp08_confirmatory_n16_chain_like_lognormal_03,16,chain_like,lognormal,unique,3,io,4,true,t01->t03->t05->t06->t08->t10->t11->t12->t13->t14->t15->t16 => t01->t03->t05->t06->t08->t10->t11->t12->t13->t14->t15->t16,5.8752,0.01725936997659268450886939846,5.8752,5.8752,5.875200,true,,,,,,
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_04,16,chain_like,lognormal,unique,4,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_04,16,chain_like,lognormal,unique,4,io,4,,,,,,,,,-3.168,-0.0088,-3.168,-0.0088,-3.168,-0.0088
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_04,16,chain_like,lognormal,unique,4,io,8,,,,,,,,,-3.168,-0.0088,-3.168,-0.0088,-3.168,-0.0088
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_04,16,chain_like,lognormal,unique,4,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_04,16,chain_like,lognormal,unique,4,equal_alternating,4,,,,,,,,,-6.654,-0.01848333333333333333333333333,-7.039,-0.01955277777777777777777777778,-7.039,-0.01955277777777777777777777778
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_04,16,chain_like,lognormal,unique,4,equal_alternating,8,,,,,,,,,-6.654,-0.01848333333333333333333333333,-7.039,-0.01955277777777777777777777778,-7.039,-0.01955277777777777777777777778
differentiated_slowdown,exp08_confirmatory_n16_chain_like_lognormal_04,16,chain_like,lognormal,unique,4,io,4,true,t01->t02->t04->t07->t09->t10->t11->t12->t13->t14->t15->t16 => t01->t02->t04->t07->t09->t10->t11->t12->t13->t14->t15->t16,7.6032,0.02079067569696015120491415971,7.6032,7.6032,7.603200,true,,,,,,
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_05,16,chain_like,lognormal,unique,5,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_05,16,chain_like,lognormal,unique,5,io,4,,,,,,,,,0.000,0,1.824,0.005066666666666666666666666667,1.824,0.005066666666666666666666666667
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_05,16,chain_like,lognormal,unique,5,io,8,,,,,,,,,0.000,0,1.824,0.005066666666666666666666666667,1.824,0.005066666666666666666666666667
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_05,16,chain_like,lognormal,unique,5,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_05,16,chain_like,lognormal,unique,5,equal_alternating,4,,,,,,,,,-4.663,-0.01295277777777777777777777778,-2.777,-0.007713888888888888888888888889,-2.777,-0.007713888888888888888888888889
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_05,16,chain_like,lognormal,unique,5,equal_alternating,8,,,,,,,,,-4.663,-0.01295277777777777777777777778,-2.777,-0.007713888888888888888888888889,-2.777,-0.007713888888888888888888888889
differentiated_slowdown,exp08_confirmatory_n16_chain_like_lognormal_05,16,chain_like,lognormal,unique,5,io,4,true,t01->t02->t05->t07->t09->t10->t11->t12->t13->t14->t15->t16 => t01->t02->t05->t07->t09->t10->t11->t12->t13->t14->t15->t16,6.5664,0.01799384421119090837345118775,6.5664,6.5664,6.566400,true,,,,,,
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_06,16,chain_like,lognormal,unique,6,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_06,16,chain_like,lognormal,unique,6,io,4,,,,,,,,,-3.870,-0.01151785714285714285714285714,-0.900,-0.002678571428571428571428571429,-0.900,-0.002678571428571428571428571429
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_06,16,chain_like,lognormal,unique,6,io,8,,,,,,,,,-3.870,-0.01151785714285714285714285714,-0.900,-0.002678571428571428571428571429,-0.900,-0.002678571428571428571428571429
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_06,16,chain_like,lognormal,unique,6,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_06,16,chain_like,lognormal,unique,6,equal_alternating,4,,,,,,,,,-6.565,-0.01953869047619047619047619048,-4.930,-0.01467261904761904761904761905,-4.930,-0.01467261904761904761904761905
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_06,16,chain_like,lognormal,unique,6,equal_alternating,8,,,,,,,,,-6.565,-0.01953869047619047619047619048,-4.930,-0.01467261904761904761904761905,-4.930,-0.01467261904761904761904761905
differentiated_slowdown,exp08_confirmatory_n16_chain_like_lognormal_06,16,chain_like,lognormal,unique,6,io,4,true,t01->t03->t04->t07->t08->t10->t11->t12->t13->t14->t15->t16 => t01->t03->t04->t07->t08->t10->t11->t12->t13->t14->t15->t16,6.0480,0.01776023680315737543167242230,6.0480,6.0480,6.048000,true,,,,,,
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_07,16,chain_like,lognormal,unique,7,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_07,16,chain_like,lognormal,unique,7,io,4,,,,,,,,,0.000,0,2.368,0.004933333333333333333333333333,2.368,0.004933333333333333333333333333
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_07,16,chain_like,lognormal,unique,7,io,8,,,,,,,,,0.000,0,2.368,0.004933333333333333333333333333,2.368,0.004933333333333333333333333333
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_07,16,chain_like,lognormal,unique,7,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_07,16,chain_like,lognormal,unique,7,equal_alternating,4,,,,,,,,,-6.397,-0.01332708333333333333333333333,-2.609,-0.005435416666666666666666666667,-2.609,-0.005435416666666666666666666667
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_07,16,chain_like,lognormal,unique,7,equal_alternating,8,,,,,,,,,-6.397,-0.01332708333333333333333333333,-2.609,-0.005435416666666666666666666667,-2.609,-0.005435416666666666666666666667
differentiated_slowdown,exp08_confirmatory_n16_chain_like_lognormal_07,16,chain_like,lognormal,unique,7,io,4,true,t01->t03->t05->t06->t08->t10->t11->t12->t13->t14->t15->t16 => t01->t03->t05->t06->t08->t10->t11->t12->t13->t14->t15->t16,8.1216,0.01670797578725967472770541824,8.1216,8.1216,8.121600,true,,,,,,
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_08,16,chain_like,lognormal,unique,8,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_08,16,chain_like,lognormal,unique,8,io,4,,,,,,,,,0.000,0,1.830,0.004236111111111111111111111111,1.830,0.004236111111111111111111111111
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_08,16,chain_like,lognormal,unique,8,io,8,,,,,,,,,0.000,0,1.830,0.004236111111111111111111111111,1.830,0.004236111111111111111111111111
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_08,16,chain_like,lognormal,unique,8,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_08,16,chain_like,lognormal,unique,8,equal_alternating,4,,,,,,,,,-0.960,-0.002222222222222222222222222222,0.230,0.0005324074074074074074074074074,0.230,0.0005324074074074074074074074074
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_08,16,chain_like,lognormal,unique,8,equal_alternating,8,,,,,,,,,-0.960,-0.002222222222222222222222222222,0.230,0.0005324074074074074074074074074,0.230,0.0005324074074074074074074074074
differentiated_slowdown,exp08_confirmatory_n16_chain_like_lognormal_08,16,chain_like,lognormal,unique,8,io,4,true,t01->t03->t04->t06->t09->t10->t11->t12->t13->t14->t15->t16 => t01->t03->t04->t06->t09->t10->t11->t12->t13->t14->t15->t16,7.7760,0.01776023680315737543167242230,7.7760,7.7760,7.776000,true,,,,,,
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_09,16,chain_like,lognormal,unique,9,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_09,16,chain_like,lognormal,unique,9,io,4,,,,,,,,,-14.814,-0.04256896551724137931034482759,-11.726,-0.03369540229885057471264367816,-11.726,-0.03369540229885057471264367816
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_09,16,chain_like,lognormal,unique,9,io,8,,,,,,,,,-14.814,-0.04256896551724137931034482759,-11.726,-0.03369540229885057471264367816,-11.726,-0.03369540229885057471264367816
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_09,16,chain_like,lognormal,unique,9,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_09,16,chain_like,lognormal,unique,9,equal_alternating,4,,,,,,,,,-14.820,-0.04258620689655172413793103448,-14.511,-0.04169827586206896551724137931,-14.511,-0.04169827586206896551724137931
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_09,16,chain_like,lognormal,unique,9,equal_alternating,8,,,,,,,,,-14.820,-0.04258620689655172413793103448,-14.511,-0.04169827586206896551724137931,-14.511,-0.04169827586206896551724137931
differentiated_slowdown,exp08_confirmatory_n16_chain_like_lognormal_09,16,chain_like,lognormal,unique,9,io,4,true,t01->t02->t05->t06->t08->t10->t11->t12->t13->t14->t15->t16 => t01->t02->t05->t06->t08->t10->t11->t12->t13->t14->t15->t16,6.3936,0.01812269554687818881889549518,6.3936,6.3936,6.393600,true,,,,,,
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_10,16,chain_like,lognormal,tied,10,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_10,16,chain_like,lognormal,tied,10,io,4,,,,,,,,,-2.664,-0.007655172413793103448275862069,-1.562,-0.004488505747126436781609195402,-1.562,-0.004488505747126436781609195402
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_10,16,chain_like,lognormal,tied,10,io,8,,,,,,,,,-2.664,-0.007655172413793103448275862069,-1.562,-0.004488505747126436781609195402,-1.562,-0.004488505747126436781609195402
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_10,16,chain_like,lognormal,tied,10,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_10,16,chain_like,lognormal,tied,10,equal_alternating,4,,,,,,,,,-2.021,-0.005807471264367816091954022989,-1.528,-0.004390804597701149425287356322,-1.528,-0.004390804597701149425287356322
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_10,16,chain_like,lognormal,tied,10,equal_alternating,8,,,,,,,,,-2.021,-0.005807471264367816091954022989,-1.528,-0.004390804597701149425287356322,-1.528,-0.004390804597701149425287356322
differentiated_slowdown,exp08_confirmatory_n16_chain_like_lognormal_10,16,chain_like,lognormal,tied,10,io,4,false,t01->t03->t05->t07->t08->t10->t11->t12->t13->t14->t15->t16 => t01->t03->t05->t07->t08->t10->t11->t12->t13->t14->t15->t16,6.3936,0.01799686878803181203270376945,4.3542,4.3542,6.393600,true,,,,,,
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_11,16,chain_like,lognormal,unique,11,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_11,16,chain_like,lognormal,unique,11,io,4,,,,,,,,,-12.811,-0.03336197916666666666666666667,-12.547,-0.03267447916666666666666666667,-12.547,-0.03267447916666666666666666667
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_11,16,chain_like,lognormal,unique,11,io,8,,,,,,,,,-12.811,-0.03336197916666666666666666667,-12.547,-0.03267447916666666666666666667,-12.547,-0.03267447916666666666666666667
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_11,16,chain_like,lognormal,unique,11,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_11,16,chain_like,lognormal,unique,11,equal_alternating,4,,,,,,,,,-11.582,-0.03016145833333333333333333333,-11.946,-0.031109375,-11.946,-0.031109375
